CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC50	null	contig5	prot50_6	515800	516700	-	null
CGC51	CAZyme	contig6	prot51_0	517000	517900	-	GH4
CGC51	TC	contig6	prot51_1	518200	519100	+	4.A.3.2.7
CGC51	TC	contig6	prot51_2	519400	520300	-	4.A.3.2.7
CGC51	TC	contig6	prot51_3	520600	521500	+	4.A.3.2.7
CGC51	null	contig6	prot51_4	521800	522700	-	null
CGC51	null	contig6	prot51_5	523000	523900	+	null
CGC52	CAZyme	contig6	prot52_0	524200	525100	-	GH32
CGC52	CAZyme	contig6	prot52_1	525400	526300	+	GH32
CGC52	null	contig6	prot52_2	526600	527500	-	null
CGC52	null	contig6	prot52_3	527800	528700	+	null
CGC52	TC	contig6	prot52_4	529000	529900	-	1.B.14.6.1
CGC52	null	contig6	prot52_5	530200	531100	+	null
CGC52	CAZyme	contig6	prot52_6	531400	532300	-	GH32
CGC53	CAZyme	contig6	prot53_0	532600	533500	-	CE1
CGC53	null	contig6	prot53_1	533800	534700	+	null
CGC53	CAZyme	contig6	prot53_2	535000	535900	-	GH43_7|GH43_7
CGC53	TC	contig6	prot53_3	536200	537100	+	1.B.14
CGC53	null	contig6	prot53_4	537400	538300	-	null
CGC53	CAZyme	contig6	prot53_5	538600	539500	+	CE6|CE1
CGC53	CAZyme	contig6	prot53_6	539800	540700	-	CE1
CGC53	null	contig6	prot53_7	541000	541900	+	null
CGC53	CAZyme	contig6	prot53_8	542200	543100	-	GH43_17
CGC53	CAZyme	contig6	prot53_9	543400	544300	+	GH3
CGC53	CAZyme	contig6	prot53_10	544600	545500	-	GH43_2|CBM6
CGC53	TF	contig6	prot53_11	545800	546700	+	HTH_AraC+HTH_AraC
CGC54	CAZyme	contig6	prot54_0	547000	547900	-	GH105
CGC54	CAZyme	contig6	prot54_1	548200	549100	+	CE8
CGC54	CAZyme	contig6	prot54_2	549400	550300	-	CE12|CE8
CGC54	TF	contig6	prot54_3	550600	551500	+	HTH_AraC
CGC54	null	contig6	prot54_4	551800	552700	-	null
CGC54	null	contig6	prot54_5	553000	553900	+	null
CGC54	TC	contig6	prot54_6	554200	555100	-	1.B.14
CGC54	CAZyme	contig6	prot54_7	555400	556300	+	PL1_2
CGC54	CAZyme	contig6	prot54_8	556600	557500	-	PL1_2
CGC54	TC	contig6	prot54_9	557800	558700	+	9.B.116
CGC54	TF	contig6	prot54_10	559000	559900	-	LytTR
CGC54	CAZyme	contig6	prot54_11	560200	561100	+	PL1_2
CGC54	null	contig6	prot54_12	561400	562300	-	null
CGC54	TC	contig6	prot54_13	562600	563500	+	1.B.14
CGC54	null	contig6	prot54_14	563800	564700	-	null
CGC54	CAZyme	contig6	prot54_15	565000	565900	+	GH28
CGC54	TF	contig6	prot54_16	566200	567100	-	HTH_AraC+HTH_AraC
CGC55	TF	contig6	prot55_0	567400	568300	-	LacI
CGC55	TC	contig6	prot55_1	568600	569500	+	1.B.3
CGC55	CAZyme	contig6	prot55_2	569800	570700	-	GH42
CGC55	CAZyme	contig6	prot55_3	571000	571900	+	GH53
CGC55	TC	contig6	prot55_4	572200	573100	-	3.A.1
CGC55	TC	contig6	prot55_5	573400	574300	+	3.A.1
CGC55	TC	contig6	prot55_6	574600	575500	-	3.A.1
CGC55	TC	contig6	prot55_7	575800	576700	+	3.A.1
CGC55	null	contig6	prot55_8	577000	577900	-	null
CGC56	TF	contig6	prot56_0	578200	579100	-	GerE
CGC56	TC	contig6	prot56_1	579400	580300	+	1.B.14
CGC56	null	contig6	prot56_2	580600	581500	-	null
CGC56	null	contig6	prot56_3	581800	582700	+	null
CGC56	CAZyme	contig6	prot56_4	583000	583900	-	GH144
CGC56	CAZyme	contig6	prot56_5	584200	585100	+	GH144
CGC56	CAZyme	contig6	prot56_6	585400	586300	-	CE1
CGC56	CAZyme	contig6	prot56_7	586600	587500	+	GH3
CGC56	null	contig6	prot56_8	587800	588700	-	null
CGC56	TF	contig6	prot56_9	589000	589900	+	BLUF
CGC56	null	contig6	prot56_10	590200	591100	-	null
CGC56	null	contig6	prot56_11	591400	592300	+	null
CGC56	null	contig6	prot56_12	592600	593500	-	null
CGC56	null	contig6	prot56_13	593800	594700	+	null
CGC56	null	contig6	prot56_14	595000	595900	-	null
CGC56	null	contig6	prot56_15	596200	597100	+	null
CGC56	null	contig6	prot56_16	597400	598300	-	null
CGC56	CAZyme	contig6	prot56_17	598600	599500	+	PL6|PL6_1
CGC56	CAZyme	contig6	prot56_18	599800	600700	-	PL12
CGC56	CAZyme	contig6	prot56_19	601000	601900	+	PL6|PL6_1
CGC56	CAZyme	contig6	prot56_20	602200	603100	-	PL17_2|PL17
CGC56	TF	contig6	prot56_21	603400	604300	+	AraC_binding
CGC56	null	contig6	prot56_22	604600	605500	-	null
CGC56	null	contig6	prot56_23	605800	606700	+	null
CGC56	TC	contig6	prot56_24	607000	607900	-	1.B.14
CGC56	TC	contig6	prot56_25	608200	609100	+	8.A.46
CGC56	TF	contig6	prot56_26	609400	610300	-	GntR
CGC56	TC	contig6	prot56_27	610600	611500	+	2.A.1
CGC56	null	contig6	prot56_28	611800	612700	-	null
CGC56	TF	contig6	prot56_29	613000	613900	+	LacI
CGC56	TF	contig6	prot56_30	614200	615100	-	PfkB
CGC56	null	contig6	prot56_31	615400	616300	+	null
CGC56	null	contig6	prot56_32	616600	617500	-	null
CGC56	TF	contig6	prot56_33	617800	618700	+	TPR_2
CGC56	TF	contig6	prot56_34	619000	619900	-	Response_reg
CGC56	null	contig6	prot56_35	620200	621100	+	null
CGC56	null	contig6	prot56_36	621400	622300	-	null
CGC56	null	contig6	prot56_37	622600	623500	+	null
CGC57	TF	contig6	prot57_0	623800	624700	-	PfkB
CGC57	TF	contig6	prot57_1	625000	625900	+	AraC_binding
CGC57	null	contig6	prot57_2	626200	627100	-	null
CGC57	CAZyme	contig6	prot57_3	627400	628300	+	PL15_1
CGC57	TC	contig6	prot57_4	628600	629500	-	3.A.1
CGC57	TC	contig6	prot57_5	629800	630700	+	3.A.1
CGC57	TC	contig6	prot57_6	631000	631900	-	3.A.1
CGC57	null	contig6	prot57_7	632200	633100	+	null
CGC58	null	contig6	prot58_0	633400	634300	-	null
CGC58	TF	contig6	prot58_1	634600	635500	+	Sigma70_r2+Sigma70_r4_2
CGC58	CAZyme	contig6	prot58_2	635800	636700	-	PL29
CGC58	CAZyme	contig6	prot58_3	637000	637900	+	PL1_2
CGC58	TF	contig6	prot58_4	638200	639100	-	HTH_AraC
CGC58	CAZyme	contig6	prot58_5	639400	640300	+	GH2
CGC58	CAZyme	contig6	prot58_6	640600	641500	-	GH139
CGC58	CAZyme	contig6	prot58_7	641800	642700	+	CE20
CGC58	CAZyme	contig6	prot58_8	643000	643900	-	GH106
CGC58	null	contig6	prot58_9	644200	645100	+	null
CGC58	TC	contig6	prot58_10	645400	646300	-	3.A.3.4.1
CGC58	TF	contig6	prot58_11	646600	647500	+	HisKA+HATPase_c
CGC58	TF	contig6	prot58_12	647800	648700	-	Trans_reg_C
CGC58	CAZyme	contig6	prot58_13	649000	649900	+	GH2
CGC58	CAZyme	contig6	prot58_14	650200	651100	-	GH2
CGC58	TF	contig6	prot58_15	651400	652300	+	HisKA+HATPase_c
CGC58	TF	contig6	prot58_16	652600	653500	-	HTH_AraC
CGC58	CAZyme	contig6	prot58_17	653800	654700	+	GH137|GH2|CBM57|CBM97
CGC58	CAZyme	contig6	prot58_18	655000	655900	-	GH138
CGC58	TC	contig6	prot58_19	656200	657100	+	2.A.21.9.2
CGC58	null	contig6	prot58_20	657400	658300	-	null
CGC58	CAZyme	contig6	prot58_21	658600	659500	+	GH78
CGC58	CAZyme	contig6	prot58_22	659800	660700	-	GH141
CGC58	CAZyme	contig6	prot58_23	661000	661900	+	GH127
CGC58	null	contig6	prot58_24	662200	663100	-	null
CGC58	TF	contig6	prot58_25	663400	664300	+	Nitroreductase
CGC58	null	contig6	prot58_26	664600	665500	-	null
CGC58	null	contig6	prot58_27	665800	666700	+	null
CGC58	null	contig6	prot58_28	667000	667900	-	null
CGC58	CAZyme	contig6	prot58_29	668200	669100	+	GH95
CGC58	CAZyme	contig6	prot58_30	669400	670300	-	GH105
CGC58	CAZyme	contig6	prot58_31	670600	671500	+	GH140
CGC58	CAZyme	contig6	prot58_32	671800	672700	-	CBM67|GH78|GH33
CGC58	null	contig6	prot58_33	673000	673900	+	null
CGC58	null	contig6	prot58_34	674200	675100	-	null
CGC58	CAZyme	contig6	prot58_35	675400	676300	+	CE19
CGC58	CAZyme	contig6	prot58_36	676600	677500	-	GH28
CGC58	CAZyme	contig6	prot58_37	677800	678700	+	CBM67|GH78
CGC58	CAZyme	contig6	prot58_38	679000	679900	-	GH143|GH142
CGC58	CAZyme	contig6	prot58_39	680200	681100	+	GH43_18
CGC58	null	contig6	prot58_40	681400	682300	-	null
CGC58	CAZyme	contig6	prot58_41	682600	683500	+	PL1_2
CGC58	null	contig6	prot58_42	683800	684700	-	null
CGC58	TC	contig6	prot58_43	685000	685900	+	1.B.14.6.1
CGC58	null	contig6	prot58_44	686200	687100	-	null
CGC58	null	contig6	prot58_45	687400	688300	+	null
CGC58	TC	contig6	prot58_46	688600	689500	-	1.B.14.6.2
CGC58	null	contig6	prot58_47	689800	690700	+	null
CGC59	CAZyme	contig6	prot59_0	691000	691900	-	GH18
CGC59	CAZyme	contig6	prot59_1	692200	693100	+	GH18
CGC59	null	contig6	prot59_2	693400	694300	-	null
CGC59	null	contig6	prot59_3	694600	695500	+	null
CGC59	TC	contig6	prot59_4	695800	696700	-	8.A.46.2.2
CGC59	TC	contig6	prot59_5	697000	697900	+	1.B.14.6.13
CGC60	CAZyme	contig6	prot60_0	698200	699100	-	GH18|CBM5
CGC60	CAZyme	contig6	prot60_1	699400	700300	+	AA10|CBM5
CGC60	CAZyme	contig6	prot60_2	700600	701500	-	GH18
CGC61	CAZyme	contig7	prot61_0	701800	702700	-	GH51
CGC61	CAZyme	contig7	prot61_1	703000	703900	+	GH146
CGC61	null	contig7	prot61_2	704200	705100	-	null
CGC61	null	contig7	prot61_3	705400	706300	+	null
CGC61	null	contig7	prot61_4	706600	707500	-	null
CGC61	null	contig7	prot61_5	707800	708700	+	null
CGC61	TF	contig7	prot61_6	709000	709900	-	NUDIX
CGC61	TC	contig7	prot61_7	710200	711100	+	2.A.21
CGC61	null	contig7	prot61_8	711400	712300	-	null
CGC61	null	contig7	prot61_9	712600	713500	+	null
CGC61	null	contig7	prot61_10	713800	714700	-	null
CGC61	null	contig7	prot61_11	715000	715900	+	null
CGC61	CAZyme	contig7	prot61_12	716200	717100	-	GH43_4
CGC61	null	contig7	prot61_13	717400	718300	+	null
CGC61	TC	contig7	prot61_14	718600	719500	-	1.B.14
CGC61	null	contig7	prot61_15	719800	720700	+	null
CGC61	TC	contig7	prot61_16	721000	721900	-	1.B.14
CGC61	null	contig7	prot61_17	722200	723100	+	null
CGC61	TF	contig7	prot61_18	723400	724300	-	HTH_AraC+HTH_AraC
CGC61	CAZyme	contig7	prot61_19	724600	725500	+	GH43_4
CGC61	CAZyme	contig7	prot61_20	725800	726700	-	GH51
CGC61	CAZyme	contig7	prot61_21	727000	727900	+	GH43_29
CGC62	CAZyme	contig7	prot62_0	728200	729100	-	GH26
CGC62	null	contig7	prot62_1	729400	730300	+	null
CGC62	null	contig7	prot62_2	730600	731500	-	null
CGC62	TF	contig7	prot62_3	731800	732700	+	GntR
CGC62	CAZyme	contig7	prot62_4	733000	733900	-	GH1
CGC62	TC	contig7	prot62_5	734200	735100	+	4.A.3.2.8
CGC62	TC	contig7	prot62_6	735400	736300	-	4.A.3.2.8
CGC62	TC	contig7	prot62_7	736600	737500	+	4.A.3.2.6
CGC63	TF	contig7	prot63_0	737800	738700	-	PfkB
CGC63	TC	contig7	prot63_1	739000	739900	+	2.A.1.7.17
CGC63	CAZyme	contig7	prot63_2	740200	741100	-	GH32
CGC64	CAZyme	contig7	prot64_0	741400	742300	-	GH65
CGC64	null	contig7	prot64_1	742600	743500	+	null
CGC64	CAZyme	contig7	prot64_2	743800	744700	-	GH13
CGC64	null	contig7	prot64_3	745000	745900	+	null
CGC64	TC	contig7	prot64_4	746200	747100	-	8.A.46
CGC64	TC	contig7	prot64_5	747400	748300	+	1.B.14
CGC64	TF	contig7	prot64_6	748600	749500	-	LacI
CGC64	CAZyme	contig7	prot64_7	749800	750700	+	CBM32|CBM32
CGC65	null	contig7	prot65_0	751000	751900	-	null
CGC65	null	contig7	prot65_1	752200	753100	+	null
CGC65	null	contig7	prot65_2	753400	754300	-	null
CGC65	CAZyme	contig7	prot65_3	754600	755500	+	PL6|PL6_1
CGC65	CAZyme	contig7	prot65_4	755800	756700	-	PL17_2|PL17
CGC65	TF	contig7	prot65_5	757000	757900	+	AraC_binding
CGC65	TC	contig7	prot65_6	758200	759100	-	2.A.1.14.25
CGC65	TF	contig7	prot65_7	759400	760300	+	PfkB
CGC65	null	contig7	prot65_8	760600	761500	-	null
CGC65	TF	contig7	prot65_9	761800	762700	+	GntR
CGC65	CAZyme	contig7	prot65_10	763000	763900	-	CBM32|PL7_5
CGC65	TC	contig7	prot65_11	764200	765100	+	1.B.14.12.1
CGC65	CAZyme	contig7	prot65_12	765400	766300	-	PL6_3
CGC65	CAZyme	contig7	prot65_13	766600	767500	+	PL7_5
CGC66	CAZyme	contig7	prot66_0	767800	768700	-	GH2
CGC66	TC	contig7	prot66_1	769000	769900	+	2.A.21
CGC66	null	contig7	prot66_2	770200	771100	-	null
CGC66	null	contig7	prot66_3	771400	772300	+	null
CGC66	TC	contig7	prot66_4	772600	773500	-	3.D.1
CGC66	null	contig7	prot66_5	773800	774700	+	null
CGC66	CAZyme	contig7	prot66_6	775000	775900	-	GH96
CGC66	CAZyme	contig7	prot66_7	776200	777100	+	GH96
CGC66	null	contig7	prot66_8	777400	778300	-	null
CGC66	null	contig7	prot66_9	778600	779500	+	null
CGC66	TC	contig7	prot66_10	779800	780700	-	2.A.1
CGC66	CAZyme	contig7	prot66_11	781000	781900	+	GH50
CGC66	CAZyme	contig7	prot66_12	782200	783100	-	GH50
CGC66	null	contig7	prot66_13	783400	784300	+	null
CGC66	CAZyme	contig7	prot66_14	784600	785500	-	GH50
CGC66	CAZyme	contig7	prot66_15	785800	786700	+	GH29
CGC66	null	contig7	prot66_16	787000	787900	-	null
CGC66	TF	contig7	prot66_17	788200	789100	+	SBP_bac_1
CGC66	TF	contig7	prot66_18	789400	790300	-	TrmB
CGC66	null	contig7	prot66_19	790600	791500	+	null
CGC66	null	contig7	prot66_20	791800	792700	-	null
CGC66	null	contig7	prot66_21	793000	793900	+	null
CGC66	null	contig7	prot66_22	794200	795100	-	null
CGC66	null	contig7	prot66_23	795400	796300	+	null
CGC66	null	contig7	prot66_24	796600	797500	-	null
CGC66	null	contig7	prot66_25	797800	798700	+	null
CGC66	null	contig7	prot66_26	799000	799900	-	null
CGC66	null	contig7	prot66_27	800200	801100	+	null
CGC66	null	contig7	prot66_28	801400	802300	-	null
CGC66	null	contig7	prot66_29	802600	803500	+	null
CGC66	TC	contig7	prot66_30	803800	804700	-	1.B.14
CGC66	null	contig7	prot66_31	805000	805900	+	null
CGC66	TF	contig7	prot66_32	806200	807100	-	GntR
CGC66	CAZyme	contig7	prot66_33	807400	808300	+	GH50
CGC66	TC	contig7	prot66_34	808600	809500	-	1.B.14
CGC66	null	contig7	prot66_35	809800	810700	+	null
CGC66	null	contig7	prot66_36	811000	811900	-	null
CGC66	null	contig7	prot66_37	812200	813100	+	null
CGC66	CAZyme	contig7	prot66_38	813400	814300	-	GH86
CGC66	null	contig7	prot66_39	814600	815500	+	null
CGC66	TC	contig7	prot66_40	815800	816700	-	3.A.1
CGC66	TC	contig7	prot66_41	817000	817900	+	3.A.1
CGC66	TC	contig7	prot66_42	818200	819100	-	3.A.1
CGC66	TC	contig7	prot66_43	819400	820300	+	3.A.1
CGC66	null	contig7	prot66_44	820600	821500	-	null
CGC66	TF	contig7	prot66_45	821800	822700	+	PfkB
CGC66	CAZyme	contig7	prot66_46	823000	823900	-	GH117|GH117
CGC66	null	contig7	prot66_47	824200	825100	+	null
CGC66	null	contig7	prot66_48	825400	826300	-	null
CGC66	null	contig7	prot66_49	826600	827500	+	null
CGC66	null	contig7	prot66_50	827800	828700	-	null
CGC66	null	contig7	prot66_51	829000	829900	+	null
CGC66	null	contig7	prot66_52	830200	831100	-	null
CGC66	TF	contig7	prot66_53	831400	832300	+	Pyr_redox_2
CGC67	null	contig7	prot67_0	832600	833500	-	null
CGC67	CAZyme	contig7	prot67_1	833800	834700	+	GH26|GH5_4
CGC67	CAZyme	contig7	prot67_2	835000	835900	-	GH5_7
CGC67	null	contig7	prot67_3	836200	837100	+	null
CGC67	null	contig7	prot67_4	837400	838300	-	null
CGC67	null	contig7	prot67_5	838600	839500	+	null
CGC67	null	contig7	prot67_6	839800	840700	-	null
CGC67	TC	contig7	prot67_7	841000	841900	+	1.B.14
CGC67	TF	contig7	prot67_8	842200	843100	-	HTH_AraC+HTH_AraC
CGC67	null	contig7	prot67_9	843400	844300	+	null
CGC67	TC	contig7	prot67_10	844600	845500	-	2.A.2
CGC67	CAZyme	contig7	prot67_11	845800	846700	+	GH130
CGC67	CAZyme	contig7	prot67_12	847000	847900	-	GH26
CGC67	CAZyme	contig7	prot67_13	848200	849100	+	CE7
CGC67	null	contig7	prot67_14	849400	850300	-	null
CGC67	CAZyme	contig7	prot67_15	850600	851500	+	GH36
CGC67	CAZyme	contig7	prot67_16	851800	852700	-	GH3
CGC67	null	contig7	prot67_17	853000	853900	+	null
CGC68	null	contig7	prot68_0	854200	855100	-	null
CGC68	TC	contig7	prot68_1	855400	856300	+	2.A.2.2.1
CGC68	CAZyme	contig7	prot68_2	856600	857500	-	GH36
CGC68	null	contig7	prot68_3	857800	858700	+	null
CGC68	CAZyme	contig7	prot68_4	859000	859900	-	GH2
CGC69	TF	contig7	prot69_0	860200	861100	-	HTH_AraC+HTH_AraC
CGC69	TC	contig7	prot69_1	861400	862300	+	1.B.14.6.1
CGC69	null	contig7	prot69_2	862600	863500	-	null
CGC69	null	contig7	prot69_3	863800	864700	+	null
CGC69	CAZyme	contig7	prot69_4	865000	865900	-	GH10
CGC70	null	contig7	prot70_0	866200	867100	-	null
CGC70	null	contig7	prot70_1	867400	868300	+	null
CGC70	TC	contig7	prot70_2	868600	869500	-	1.B.14.6.1
CGC70	null	contig7	prot70_3	869800	870700	+	null
CGC70	null	contig7	prot70_4	871000	871900	-	null
CGC70	CAZyme	contig7	prot70_5	872200	873100	+	PL7
CGC70	CAZyme	contig7	prot70_6	873400	874300	-	PL7
CGC70	TF	contig7	prot70_7	874600	875500	+	GntR
CGC70	null	contig7	prot70_8	875800	876700	-	null
CGC71	CAZyme	contig8	prot71_0	877000	877900	-	GT5
CGC71	null	contig8	prot71_1	878200	879100	+	null
CGC71	null	contig8	prot71_2	879400	880300	-	null
CGC71	CAZyme	contig8	prot71_3	880600	881500	+	CBM48|GH13_9
CGC72	TC	contig8	prot72_0	881800	882700	-	1.B.14
CGC72	TC	contig8	prot72_1	883000	883900	+	8.A.46
CGC72	null	contig8	prot72_2	884200	885100	-	null
CGC72	null	contig8	prot72_3	885400	886300	+	null
CGC72	CAZyme	contig8	prot72_4	886600	887500	-	GH43_12
CGC72	null	contig8	prot72_5	887800	888700	+	null
CGC72	CAZyme	contig8	prot72_6	889000	889900	-	GH5_4
CGC72	TF	contig8	prot72_7	890200	891100	+	HTH_AraC+HTH_AraC
CGC72	CAZyme	contig8	prot72_8	891400	892300	-	GH31
CGC72	CAZyme	contig8	prot72_9	892600	893500	+	GH2
CGC72	CAZyme	contig8	prot72_10	893800	894700	-	GH3
CGC72	null	contig8	prot72_11	895000	895900	+	null
CGC72	CAZyme	contig8	prot72_12	896200	897100	-	GH95
CGC73	TF	contig8	prot73_0	897400	898300	-	HTH_AraC+HTH_AraC
CGC73	CAZyme	contig8	prot73_1	898600	899500	+	GH3
CGC73	CAZyme	contig8	prot73_2	899800	900700	-	GH95
CGC73	CAZyme	contig8	prot73_3	901000	901900	+	GH10|CE1
CGC74	CAZyme	contig8	prot74_0	902200	903100	-	GH4
CGC74	TC	contig8	prot74_1	903400	904300	+	4.A.3.2.1
CGC74	TC	contig8	prot74_2	904600	905500	-	4.A.3.2.7
CGC74	TC	contig8	prot74_3	905800	906700	+	4.A.3.2.7
CGC74	null	contig8	prot74_4	907000	907900	-	null
CGC74	null	contig8	prot74_5	908200	909100	+	null
CGC75	TF	contig8	prot75_0	909400	910300	-	PfkB
CGC75	CAZyme	contig8	prot75_1	910600	911500	+	GH36
CGC75	CAZyme	contig8	prot75_2	911800	912700	-	GH13_31
CGC75	TF	contig8	prot75_3	913000	913900	+	LacI
CGC75	CAZyme	contig8	prot75_4	914200	915100	-	GH32
CGC75	CAZyme	contig8	prot75_5	915400	916300	+	GH13_18
CGC75	TC	contig8	prot75_6	916600	917500	-	3.A.1.1.45
CGC75	TC	contig8	prot75_7	917800	918700	+	3.A.1.1.45
CGC75	null	contig8	prot75_8	919000	919900	-	null
CGC76	null	contig8	prot76_0	920200	921100	-	null
CGC76	null	contig8	prot76_1	921400	922300	+	null
CGC76	CAZyme	contig8	prot76_2	922600	923500	-	GH43_11
CGC76	TC	contig8	prot76_3	923800	924700	+	2.A.2
CGC76	TC	contig8	prot76_4	925000	925900	-	2.A.1
CGC76	null	contig8	prot76_5	926200	927100	+	null
CGC76	null	contig8	prot76_6	927400	928300	-	null
CGC77	null	contig8	prot77_0	928600	929500	-	null
CGC77	null	contig8	prot77_1	929800	930700	+	null
CGC77	null	contig8	prot77_2	931000	931900	-	null
CGC77	null	contig8	prot77_3	932200	933100	+	null
CGC77	null	contig8	prot77_4	933400	934300	-	null
CGC77	TC	contig8	prot77_5	934600	935500	+	3.A.1.1.34
CGC77	TC	contig8	prot77_6	935800	936700	-	3.A.1.1.34
CGC77	TC	contig8	prot77_7	937000	937900	+	3.A.1.1.34
CGC77	CAZyme	contig8	prot77_8	938200	939100	-	GH51_1
CGC78	null	contig8	prot78_0	939400	940300	-	null
CGC78	TC	contig8	prot78_1	940600	941500	+	1.B.14.6.1
CGC78	null	contig8	prot78_2	941800	942700	-	null
CGC78	null	contig8	prot78_3	943000	943900	+	null
CGC78	null	contig8	prot78_4	944200	945100	-	null
CGC78	CAZyme	contig8	prot78_5	945400	946300	+	GH92
CGC78	null	contig8	prot78_6	946600	947500	-	null
CGC78	null	contig8	prot78_7	947800	948700	+	null
CGC78	null	contig8	prot78_8	949000	949900	-	null
CGC78	CAZyme	contig8	prot78_9	950200	951100	+	GH99
CGC79	TF	contig8	prot79_0	951400	952300	-	LacI
CGC79	TC	contig8	prot79_1	952600	953500	+	3.A.1.1.10
CGC79	TC	contig8	prot79_2	953800	954700	-	3.A.1.1.29
CGC79	null	contig8	prot79_3	955000	955900	+	null
CGC79	CAZyme	contig8	prot79_4	956200	957100	-	GH32
CGC80	null	contig8	prot80_0	957400	958300	-	null
CGC80	TC	contig8	prot80_1	958600	959500	+	1.B.14
CGC80	null	contig8	prot80_2	959800	960700	-	null
CGC80	CAZyme	contig8	prot80_3	961000	961900	+	GH30_3
CGC80	null	contig8	prot80_4	962200	963100	-	null
CGC80	CAZyme	contig8	prot80_5	963400	964300	+	GH3
CGC81	TF	contig9	prot81_0	964600	965500	-	SBP_bac_1
CGC81	TC	contig9	prot81_1	965800	966700	+	3.A.1.1.37
CGC81	TC	contig9	prot81_2	967000	967900	-	3.A.1.1.24
CGC81	CAZyme	contig9	prot81_3	968200	969100	+	GH13_30
CGC81	CAZyme	contig9	prot81_4	969400	970300	-	GH36
CGC82	CAZyme	contig9	prot82_0	970600	971500	-	GH32
CGC82	TF	contig9	prot82_1	971800	972700	+	PfkB
CGC82	CAZyme	contig9	prot82_2	973000	973900	-	GH32
CGC83	CAZyme	contig9	prot83_0	974200	975100	-	CBM82|CBM83|GH13_41
CGC83	null	contig9	prot83_1	975400	976300	+	null
CGC83	TF	contig9	prot83_2	976600	977500	-	HTH_1
CGC83	TF	contig9	prot83_3	977800	978700	+	Pyr_redox_2
CGC84	CAZyme	contig9	prot84_0	979000	979900	-	GH95
CGC84	null	contig9	prot84_1	980200	981100	+	null
CGC84	CAZyme	contig9	prot84_2	981400	982300	-	GH140
CGC84	CAZyme	contig9	prot84_3	982600	983500	+	CBM67|GH78|GH33
CGC84	null	contig9	prot84_4	983800	984700	-	null
CGC84	null	contig9	prot84_5	985000	985900	+	null
CGC84	CAZyme	contig9	prot84_6	986200	987100	-	GH28
CGC84	CAZyme	contig9	prot84_7	987400	988300	+	CBM67|GH78
CGC84	CAZyme	contig9	prot84_8	988600	989500	-	GH43_18
CGC84	null	contig9	prot84_9	989800	990700	+	null
CGC84	CAZyme	contig9	prot84_10	991000	991900	-	PL1_2
CGC84	null	contig9	prot84_11	992200	993100	+	null
CGC84	null	contig9	prot84_12	993400	994300	-	null
CGC84	null	contig9	prot84_13	994600	995500	+	null
CGC84	TC	contig9	prot84_14	995800	996700	-	1.B.14
CGC84	null	contig9	prot84_15	997000	997900	+	null
CGC84	CAZyme	contig9	prot84_16	998200	999100	-	GH92
CGC85	TF	contig9	prot85_0	999400	1000300	-	HTH_AraC+HTH_AraC
CGC85	TF	contig9	prot85_1	1000600	1001500	+	SBP_bac_1
CGC85	CAZyme	contig9	prot85_2	1001800	1002700	-	GH3
CGC85	CAZyme	contig9	prot85_3	1003000	1003900	+	GH95
CGC85	CAZyme	contig9	prot85_4	1004200	1005100	-	GH10|CE1
CGC86	null	contig9	prot86_0	1005400	1006300	-	null
CGC86	TF	contig9	prot86_1	1006600	1007500	+	GntR
CGC86	TF	contig9	prot86_2	1007800	1008700	-	SIS+SIS
CGC86	CAZyme	contig9	prot86_3	1009000	1009900	+	CE9
CGC86	CAZyme	contig9	prot86_4	1010200	1011100	-	GH35
CGC86	TC	contig9	prot86_5	1011400	1012300	+	4.A.6.1.18
CGC86	TC	contig9	prot86_6	1012600	1013500	-	4.A.6.1.18
CGC86	TC	contig9	prot86_7	1013800	1014700	+	4.A.6.1.18
CGC86	TC	contig9	prot86_8	1015000	1015900	-	4.A.6.1.18
CGC87	null	contig9	prot87_0	1016200	1017100	-	null
CGC87	TC	contig9	prot87_1	1017400	1018300	+	9.B.154.1.2
CGC87	null	contig9	prot87_2	1018600	1019500	-	null
CGC87	null	contig9	prot87_3	1019800	1020700	+	null
CGC87	null	contig9	prot87_4	1021000	1021900	-	null
CGC87	TF	contig9	prot87_5	1022200	1023100	+	Peptidase_M23
CGC87	null	contig9	prot87_6	1023400	1024300	-	null
CGC87	null	contig9	prot87_7	1024600	1025500	+	null
CGC87	CAZyme	contig9	prot87_8	1025800	1026700	-	GH73
CGC87	null	contig9	prot87_9	1027000	1027900	+	null
CGC87	null	contig9	prot87_10	1028200	1029100	-	null
CGC88	CAZyme	contig9	prot88_0	1029400	1030300	-	GH2
CGC88	TC	contig9	prot88_1	1030600	1031500	+	2.A.21
CGC88	null	contig9	prot88_2	1031800	1032700	-	null
CGC88	null	contig9	prot88_3	1033000	1033900	+	null
CGC88	TC	contig9	prot88_4	1034200	1035100	-	3.D.1
CGC88	null	contig9	prot88_5	1035400	1036300	+	null
CGC88	CAZyme	contig9	prot88_6	1036600	1037500	-	GH96
CGC88	CAZyme	contig9	prot88_7	1037800	1038700	+	GH96
CGC88	null	contig9	prot88_8	1039000	1039900	-	null
CGC88	null	contig9	prot88_9	1040200	1041100	+	null
CGC88	TC	contig9	prot88_10	1041400	1042300	-	2.A.1
CGC88	CAZyme	contig9	prot88_11	1042600	1043500	+	GH50
CGC88	CAZyme	contig9	prot88_12	1043800	1044700	-	GH50
